"","Movies_Title","Released_Year","Certificate","Runtime","Genre","IMDB_Rating","Meta_score","Director","Star1","Star2","Star3","Star4","No_of_Votes","Gross","ID","IMDB_Rating_mod","Meta_score_mod"
"755","(500) Days of Summer",2009,"UA",95,"Comedy",7.7,76,"Marc Webb","Zooey Deschanel","Joseph Gordon-Levitt","Geoffrey Arend","Chloë Grace Moretz",472242,32391374,755,"7.5-8","B+"
"756","Harry Potter and the Deathly Hallows: Part 1",2010,"A",146,"Adventure",7.7,65,"David Yates","Daniel Radcliffe","Emma Watson","Rupert Grint","Bill Nighy",479120,295983305,756,"7.5-8","B"
"757","Gake no ue no Ponyo",2008,"U",101,"Animation",7.7,86,"Hayao Miyazaki","Cate Blanchett","Matt Damon","Liam Neeson","Tomoko Yamaguchi",125317,15090400,757,"7.5-8","A"
"758","Frost/Nixon",2008,"R",122,"Biography",7.7,80,"Ron Howard","Frank Langella","Michael Sheen","Kevin Bacon","Sam Rockwell",103330,18593156,758,"7.5-8","B+"
"759","Papurika",2006,"U",90,"Animation",7.7,81,"Satoshi Kon","Megumi Hayashibara","Tôru Emori","Katsunosuke Hori","Tôru Furuya",71379,881302,759,"7.5-8","B+"
"760","Changeling",2008,"R",141,"Biography",7.7,63,"Clint Eastwood","Angelina Jolie","Colm Feore","Amy Ryan","Gattlin Griffith",239203,35739802,760,"7.5-8","B"
"761","Flipped",2010,"PG",90,"Comedy",7.7,45,"Rob Reiner","Madeline Carroll","Callan McAuliffe","Rebecca De Mornay","Anthony Edwards",81446,1752214,761,"7.5-8","C"
"762","Toki o kakeru shôjo",2006,"U",98,"Animation",7.7,79,"Mamoru Hosoda","Riisa Naka","Takuya Ishida","Mitsutaka Itakura","Ayami Kakiuchi",60368,23530892,762,"7.5-8","B+"
"763","Death Note: Desu nôto",2006,"Not rated",126,"Crime",7.7,79,"Shûsuke Kaneko","Tatsuya Fujiwara","Ken'ichi Matsuyama","Asaka Seto","Yû Kashii",28630,23530892,763,"7.5-8","B+"
"764","This Is England",2006,"Not rated",101,"Crime",7.7,86,"Shane Meadows","Thomas Turgoose","Stephen Graham","Jo Hartley","Andrew Shim",115576,327919,764,"7.5-8","A"
"765","Ex Machina",2014,"UA",108,"Drama",7.7,78,"Alex Garland","Alicia Vikander","Domhnall Gleeson","Oscar Isaac","Sonoya Mizuno",474141,25442958,765,"7.5-8","B+"
"766","Efter brylluppet",2006,"R",120,"Drama",7.7,78,"Susanne Bier","Mads Mikkelsen","Sidse Babett Knudsen","Rolf Lassgård","Neeral Mulchandani",32001,412544,766,"7.5-8","B+"
"767","The Last King of Scotland",2006,"R",123,"Biography",7.7,74,"Kevin Macdonald","James McAvoy","Forest Whitaker","Gillian Anderson","Kerry Washington",175355,17605861,767,"7.5-8","B+"
"768","Zodiac",2007,"UA",157,"Crime",7.7,78,"David Fincher","Jake Gyllenhaal","Robert Downey Jr.","Mark Ruffalo","Anthony Edwards",466080,33080084,768,"7.5-8","B+"
"769","Lucky Number Slevin",2006,"R",110,"Action",7.7,53,"Paul McGuigan","Josh Hartnett","Ben Kingsley","Morgan Freeman","Lucy Liu",299524,22494487,769,"7.5-8","C"
"770","Joyeux Noël",2005,"PG-13",116,"Drama",7.7,70,"Christian Carion","Diane Kruger","Benno Fürmann","Guillaume Canet","Natalie Dessay",28003,1054361,770,"7.5-8","B"
"771","Control",2007,"R",122,"Biography",7.7,78,"Anton Corbijn","Sam Riley","Samantha Morton","Craig Parkinson","Alexandra Maria Lara",61609,871577,771,"7.5-8","B+"
"772","Tangled",2010,"U",100,"Animation",7.7,71,"Nathan Greno","Byron Howard","Mandy Moore","Zachary Levi","Donna Murphy",405922,200821936,772,"7.5-8","B"
"773","Zwartboek",2006,"R",145,"Drama",7.7,71,"Paul Verhoeven","Carice van Houten","Sebastian Koch","Thom Hoffman","Halina Reijn",72643,4398392,773,"7.5-8","B"
"774","Brokeback Mountain",2005,"A",134,"Drama",7.7,87,"Ang Lee","Jake Gyllenhaal","Heath Ledger","Michelle Williams","Randy Quaid",323103,83043761,774,"7.5-8","A"
"775","3:10 to Yuma",2007,"A",122,"Action",7.7,76,"James Mangold","Russell Crowe","Christian Bale","Ben Foster","Logan Lerman",288797,53606916,775,"7.5-8","B+"
"776","Crash",2004,"UA",112,"Crime",7.7,66,"Paul Haggis","Don Cheadle","Sandra Bullock","Thandie Newton","Karina Arroyave",419483,54580300,776,"7.5-8","B"
"777","Kung fu",2004,"UA",99,"Action",7.7,78,"Stephen Chow","Stephen Chow","Wah Yuen","Qiu Yuen","Siu-Lung Leung",127250,17108591,777,"7.5-8","B+"
"778","The Bourne Supremacy",2004,"A",108,"Action",7.7,73,"Paul Greengrass","Matt Damon","Franka Potente","Joan Allen","Brian Cox",434841,176241941,778,"7.5-8","B+"
"779","The Machinist",2004,"R",101,"Drama",7.7,61,"Brad Anderson","Christian Bale","Jennifer Jason Leigh","Aitana Sánchez-Gijón","John Sharian",358432,1082715,779,"7.5-8","B"
"780","Ray",2004,"A",152,"Biography",7.7,73,"Taylor Hackford","Jamie Foxx","Regina King","Kerry Washington","Clifton Powell",138356,75331600,780,"7.5-8","B+"
"781","Lost in Translation",2003,"UA",102,"Comedy",7.7,89,"Sofia Coppola","Bill Murray","Scarlett Johansson","Giovanni Ribisi","Anna Faris",415074,44585453,781,"7.5-8","A"
"782","Harry Potter and the Goblet of Fire",2005,"UA",157,"Adventure",7.7,81,"Mike Newell","Daniel Radcliffe","Emma Watson","Rupert Grint","Eric Sykes",548619,290013036,782,"7.5-8","B+"
"783","Man on Fire",2004,"UA",146,"Action",7.7,47,"Tony Scott","Denzel Washington","Christopher Walken","Dakota Fanning","Radha Mitchell",329592,77911774,783,"7.5-8","C"
"784","Coraline",2009,"U",100,"Animation",7.7,80,"Henry Selick","Dakota Fanning","Teri Hatcher","John Hodgman","Jennifer Saunders",197761,75286229,784,"7.5-8","B+"
"785","The Last Samurai",2003,"UA",154,"Action",7.7,55,"Edward Zwick","Tom Cruise","Ken Watanabe","Billy Connolly","William Atherton",400049,111110575,785,"7.5-8","C"
"786","The Magdalene Sisters",2002,"R",114,"Drama",7.7,83,"Peter Mullan","Eileen Walsh","Dorothy Duffy","Nora-Jane Noone","Anne-Marie Duff",25938,4890878,786,"7.5-8","B+"
"787","Good Bye Lenin!",2003,"R",121,"Comedy",7.7,68,"Wolfgang Becker","Daniel Brühl","Katrin Saß","Chulpan Khamatova","Florian Lukas",137981,4064200,787,"7.5-8","B"
"788","In America",2002,"PG-13",105,"Drama",7.7,76,"Jim Sheridan","Paddy Considine","Samantha Morton","Djimon Hounsou","Sarah Bolger",40403,15539266,788,"7.5-8","B+"
"789","I Am Sam",2001,"PG-13",132,"Drama",7.7,28,"Jessie Nelson","Sean Penn","Michelle Pfeiffer","Dakota Fanning","Dianne Wiest",142863,40311852,789,"7.5-8","F"
"790","Adaptation.",2002,"R",115,"Comedy",7.7,83,"Spike Jonze","Nicolas Cage","Meryl Streep","Chris Cooper","Tilda Swinton",178565,22245861,790,"7.5-8","B+"
"791","Black Hawk Down",2001,"A",144,"Drama",7.7,74,"Ridley Scott","Josh Hartnett","Ewan McGregor","Tom Sizemore","Eric Bana",364254,108638745,791,"7.5-8","B+"
"792","Road to Perdition",2002,"A",117,"Crime",7.7,72,"Sam Mendes","Tom Hanks","Tyler Hoechlin","Rob Maxey","Liam Aiken",246840,104454762,792,"7.5-8","B+"
"793","Das Experiment",2001,"R",120,"Drama",7.7,60,"Oliver Hirschbiegel","Moritz Bleibtreu","Christian Berkel","Oliver Stokowski","Wotan Wilke Möhring",90842,141072,793,"7.5-8","B"
"794","Billy Elliot",2000,"R",110,"Drama",7.7,74,"Stephen Daldry","Jamie Bell","Julie Walters","Jean Heywood","Jamie Draven",126770,21995263,794,"7.5-8","B+"
"795","Hedwig and the Angry Inch",2001,"R",95,"Comedy",7.7,85,"John Cameron Mitchell","John Cameron Mitchell","Miriam Shor","Stephen Trask","Theodore Liscinski",31957,3029081,795,"7.5-8","B+"
"796","Ocean's Eleven",2001,"UA",116,"Crime",7.7,74,"Steven Soderbergh","George Clooney","Brad Pitt","Julia Roberts","Matt Damon",516372,183417150,796,"7.5-8","B+"
"797","Vampire Hunter D: Bloodlust",2000,"U",103,"Animation",7.7,62,"Yoshiaki Kawajiri","Andrew Philpot","John Rafter Lee","Pamela Adlon","Wendee Lee",29210,151086,797,"7.5-8","B"
"798","O Brother, Where Art Thou?",2000,"U",107,"Adventure",7.7,69,"Joel Coen","Ethan Coen","George Clooney","John Turturro","Tim Blake Nelson",286742,45512588,798,"7.5-8","B"
"799","Interstate 60: Episodes of the Road",2002,"R",116,"Adventure",7.7,79,"Bob Gale","James Marsden","Gary Oldman","Kurt Russell","Matthew Edison",29999,23530892,799,"7.5-8","B+"
"800","South Park: Bigger, Longer & Uncut",1999,"A",81,"Animation",7.7,73,"Trey Parker","Trey Parker","Matt Stone","Mary Kay Bergman","Isaac Hayes",192112,52037603,800,"7.5-8","B+"
"801","Office Space",1999,"R",89,"Comedy",7.7,68,"Mike Judge","Ron Livingston","Jennifer Aniston","David Herman","Ajay Naidu",241575,10824921,801,"7.5-8","B"
"802","Happiness",1998,"Not rated",134,"Comedy",7.7,81,"Todd Solondz","Jane Adams","Jon Lovitz","Philip Seymour Hoffman","Dylan Baker",66408,2807390,802,"7.5-8","B+"
"803","Training Day",2001,"A",122,"Crime",7.7,69,"Antoine Fuqua","Denzel Washington","Ethan Hawke","Scott Glenn","Tom Berenger",390247,76631907,803,"7.5-8","B"
"804","Rushmore",1998,"UA",93,"Comedy",7.7,86,"Wes Anderson","Jason Schwartzman","Bill Murray","Olivia Williams","Seymour Cassel",169229,17105219,804,"7.5-8","A"
"805","Abre los ojos",1997,"U",119,"Drama",7.7,79,"Alejandro Amenábar","Eduardo Noriega","Penélope Cruz","Chete Lera","Fele Martínez",64082,368234,805,"7.5-8","B+"
"806","Being John Malkovich",1999,"R",113,"Comedy",7.7,90,"Spike Jonze","John Cusack","Cameron Diaz","Catherine Keener","John Malkovich",312542,22858926,806,"7.5-8","A"
"807","As Good as It Gets",1997,"A",139,"Comedy",7.7,67,"James L. Brooks","Jack Nicholson","Helen Hunt","Greg Kinnear","Cuba Gooding Jr.",275755,148478011,807,"7.5-8","B"
"808","The Fifth Element",1997,"UA",126,"Action",7.7,52,"Luc Besson","Bruce Willis","Milla Jovovich","Gary Oldman","Ian Holm",434125,63540020,808,"7.5-8","C"
"809","Le dîner de cons",1998,"PG-13",80,"Comedy",7.7,73,"Francis Veber","Thierry Lhermitte","Jacques Villeret","Francis Huster","Daniel Prévost",37424,4065116,809,"7.5-8","B+"
"810","Donnie Brasco",1997,"A",127,"Biography",7.7,76,"Mike Newell","Al Pacino","Johnny Depp","Michael Madsen","Bruno Kirby",279318,41909762,810,"7.5-8","B+"
"811","Shine",1996,"U",105,"Biography",7.7,87,"Scott Hicks","Geoffrey Rush","Armin Mueller-Stahl","Justin Braine","Sonia Todd",51350,35811509,811,"7.5-8","A"
"812","Primal Fear",1996,"A",129,"Crime",7.7,47,"Gregory Hoblit","Richard Gere","Laura Linney","Edward Norton","John Mahoney",189716,56116183,812,"7.5-8","C"
"813","Hamlet",1996,"PG-13",242,"Drama",7.7,79,"Kenneth Branagh","Kenneth Branagh","Julie Christie","Derek Jacobi","Kate Winslet",35991,4414535,813,"7.5-8","B+"
"814","A Little Princess",1995,"U",97,"Drama",7.7,83,"Alfonso Cuarón","Liesel Matthews","Eleanor Bron","Liam Cunningham","Rusty Schwimmer",32236,10019307,814,"7.5-8","B+"
"815","Do lok tin si",1995,"UA",99,"Comedy",7.7,71,"Kar-Wai Wong","Leon Lai","Michelle Reis","Takeshi Kaneshiro","Charlie Yeung",26429,23530892,815,"7.5-8","B"
"816","Il postino",1994,"U",108,"Biography",7.7,81,"Michael Radford","Massimo Troisi","Massimo Troisi","Philippe Noiret","Maria Grazia Cucinotta",33600,21848932,816,"7.5-8","B+"
"817","Clerks",1994,"R",92,"Comedy",7.7,70,"Kevin Smith","Brian O'Halloran","Jeff Anderson","Marilyn Ghigliotti","Lisa Spoonauer",211450,3151130,817,"7.5-8","B"
"818","Short Cuts",1993,"R",188,"Comedy",7.7,79,"Robert Altman","Andie MacDowell","Julianne Moore","Tim Robbins","Bruce Davison",42275,6110979,818,"7.5-8","B+"
"819","Philadelphia",1993,"UA",125,"Drama",7.7,66,"Jonathan Demme","Tom Hanks","Denzel Washington","Roberta Maxwell","Buzz Kilman",224169,77324422,819,"7.5-8","B"
"820","The Muppet Christmas Carol",1992,"G",85,"Comedy",7.7,64,"Brian Henson","Michael Caine","Kermit the Frog","Dave Goelz","Miss Piggy",50298,27281507,820,"7.5-8","B"
"821","Malcolm X",1992,"U",202,"Biography",7.7,73,"Spike Lee","Denzel Washington","Angela Bassett","Delroy Lindo","Spike Lee",85819,48169908,821,"7.5-8","B+"
"822","The Last of the Mohicans",1992,"UA",112,"Action",7.7,76,"Michael Mann","Daniel Day-Lewis","Madeleine Stowe","Russell Means","Eric Schweig",150409,75505856,822,"7.5-8","B+"
"823","Kurenai no buta",1992,"U",94,"Animation",7.7,83,"Hayao Miyazaki","Shûichirô Moriyama","Tokiko Katô","Bunshi Katsura Vi","Tsunehiko Kamijô",77798,23530892,823,"7.5-8","B+"
"824","Glengarry Glen Ross",1992,"R",100,"Crime",7.7,82,"James Foley","Al Pacino","Jack Lemmon","Alec Baldwin","Alan Arkin",95826,10725228,824,"7.5-8","B+"
"825","A Few Good Men",1992,"U",138,"Drama",7.7,62,"Rob Reiner","Tom Cruise","Jack Nicholson","Demi Moore","Kevin Bacon",235388,141340178,825,"7.5-8","B"
"826","Fried Green Tomatoes",1991,"PG-13",130,"Drama",7.7,64,"Jon Avnet","Kathy Bates","Jessica Tandy","Mary Stuart Masterson","Mary-Louise Parker",66941,82418501,826,"7.5-8","B"
"827","Barton Fink",1991,"U",116,"Comedy",7.7,69,"Joel Coen","Ethan Coen","John Turturro","John Goodman","Judy Davis",113240,6153939,827,"7.5-8","B"
"828","Miller's Crossing",1990,"R",115,"Crime",7.7,66,"Joel Coen","Ethan Coen","Gabriel Byrne","Albert Finney","John Turturro",125822,5080409,828,"7.5-8","B"
"829","Who Framed Roger Rabbit",1988,"U",104,"Animation",7.7,83,"Robert Zemeckis","Bob Hoskins","Christopher Lloyd","Joanna Cassidy","Charles Fleischer",182009,156452370,829,"7.5-8","B+"
"830","Spoorloos",1988,"Not rated",107,"Mystery",7.7,79,"George Sluizer","Bernard-Pierre Donnadieu","Gene Bervoets","Johanna ter Steege","Gwen Eckhaus",33982,23530892,830,"7.5-8","B+"
"831","Withnail & I",1987,"R",107,"Comedy",7.7,84,"Bruce Robinson","Richard E. Grant","Paul McGann","Richard Griffiths","Ralph Brown",40396,1544889,831,"7.5-8","B+"
"832","The Last Emperor",1987,"U",163,"Biography",7.7,76,"Bernardo Bertolucci","John Lone","Joan Chen","Peter O'Toole","Ruocheng Ying",94326,43984230,832,"7.5-8","B+"
"833","Empire of the Sun",1987,"U",153,"Action",7.7,62,"Steven Spielberg","Christian Bale","John Malkovich","Miranda Richardson","Nigel Havers",115677,22238696,833,"7.5-8","B"
"834","Der Name der Rose",1986,"R",130,"Crime",7.7,54,"Jean-Jacques Annaud","Sean Connery","Christian Slater","Helmut Qualtinger","Elya Baskin",102031,7153487,834,"7.5-8","C"
"835","Blue Velvet",1986,"A",120,"Drama",7.7,76,"David Lynch","Isabella Rossellini","Kyle MacLachlan","Dennis Hopper","Laura Dern",181285,8551228,835,"7.5-8","B+"
"836","The Purple Rose of Cairo",1985,"U",82,"Comedy",7.7,75,"Woody Allen","Mia Farrow","Jeff Daniels","Danny Aiello","Irving Metzman",47102,10631333,836,"7.5-8","B+"
"837","After Hours",1985,"UA",97,"Comedy",7.7,90,"Martin Scorsese","Griffin Dunne","Rosanna Arquette","Verna Bloom","Tommy Chong",59635,10600000,837,"7.5-8","A"
"838","Zelig",1983,"PG",79,"Comedy",7.7,79,"Woody Allen","Woody Allen","Mia Farrow","Patrick Horgan","John Buckwalter",39881,11798616,838,"7.5-8","B+"
"839","The Verdict",1982,"U",129,"Drama",7.7,77,"Sidney Lumet","Paul Newman","Charlotte Rampling","Jack Warden","James Mason",36096,5.4e+07,839,"7.5-8","B+"
"840","Star Trek II: The Wrath of Khan",1982,"U",113,"Action",7.7,67,"Nicholas Meyer","William Shatner","Leonard Nimoy","DeForest Kelley","James Doohan",112704,78912963,840,"7.5-8","B"
"841","First Blood",1982,"A",93,"Action",7.7,61,"Ted Kotcheff","Sylvester Stallone","Brian Dennehy","Richard Crenna","Bill McKinney",226541,47212904,841,"7.5-8","B"
"842","Ordinary People",1980,"U",124,"Drama",7.7,86,"Robert Redford","Donald Sutherland","Mary Tyler Moore","Judd Hirsch","Timothy Hutton",47099,54800000,842,"7.5-8","A"
"843","Airplane!",1980,"U",88,"Comedy",7.7,78,"Jim Abrahams","David Zucker","Jerry Zucker","Robert Hays","Julie Hagerty",214882,83400000,843,"7.5-8","B+"
"844","Rupan sansei: Kariosutoro no shiro",1979,"U",100,"Animation",7.7,71,"Hayao Miyazaki","Yasuo Yamada","Eiko Masuyama","Kiyoshi Kobayashi","Makio Inoue",27014,23530892,844,"7.5-8","B"
"845","Halloween",1978,"A",91,"Horror",7.7,87,"John Carpenter","Donald Pleasence","Jamie Lee Curtis","Tony Moran","Nancy Kyes",233106,4.7e+07,845,"7.5-8","A"
"846","Le locataire",1976,"R",126,"Drama",7.7,71,"Roman Polanski","Roman Polanski","Isabelle Adjani","Melvyn Douglas","Jo Van Fleet",39889,1924733,846,"7.5-8","B"
"847","Love and Death",1975,"PG",85,"Comedy",7.7,89,"Woody Allen","Woody Allen","Diane Keaton","Georges Adet","Frank Adu",36037,23530892,847,"7.5-8","A"
"848","The Taking of Pelham One Two Three",1974,"U",104,"Action",7.7,68,"Joseph Sargent","Walter Matthau","Robert Shaw","Martin Balsam","Hector Elizondo",26729,23530892,848,"7.5-8","B"
"849","Blazing Saddles",1974,"A",93,"Comedy",7.7,73,"Mel Brooks","Cleavon Little","Gene Wilder","Slim Pickens","Harvey Korman",125993,119500000,849,"7.5-8","B+"
"850","Serpico",1973,"A",130,"Biography",7.7,87,"Sidney Lumet","Al Pacino","John Randolph","Jack Kehoe","Biff McGuire",109941,29800000,850,"7.5-8","A"
"851","Enter the Dragon",1973,"A",102,"Action",7.7,83,"Robert Clouse","Bruce Lee","John Saxon","Jim Kelly","Ahna Capri",96561,2.5e+07,851,"7.5-8","B+"
"852","Deliverance",1972,"U",109,"Adventure",7.7,80,"John Boorman","Jon Voight","Burt Reynolds","Ned Beatty","Ronny Cox",98740,7056013,852,"7.5-8","B+"
"853","The French Connection",1971,"A",104,"Action",7.7,94,"William Friedkin","Gene Hackman","Roy Scheider","Fernando Rey","Tony Lo Bianco",110075,15630710,853,"7.5-8","A"
"854","Dirty Harry",1971,"A",102,"Action",7.7,90,"Don Siegel","Clint Eastwood","Andrew Robinson","Harry Guardino","Reni Santoni",143292,35900000,854,"7.5-8","A"
"855","Where Eagles Dare",1968,"U",158,"Action",7.7,63,"Brian G. Hutton","Richard Burton","Clint Eastwood","Mary Ure","Patrick Wymark",51913,23530892,855,"7.5-8","B"
"856","The Odd Couple",1968,"G",105,"Comedy",7.7,86,"Gene Saks","Jack Lemmon","Walter Matthau","John Fiedler","Herb Edelman",31572,44527234,856,"7.5-8","A"
"857","The Dirty Dozen",1967,"Not rated",150,"Action",7.7,73,"Robert Aldrich","Lee Marvin","Ernest Borgnine","Charles Bronson","John Cassavetes",67183,45300000,857,"7.5-8","B+"
"858","Belle de jour",1967,"A",100,"Drama",7.7,79,"Luis Buñuel","Catherine Deneuve","Jean Sorel","Michel Piccoli","Geneviève Page",40274,26331,858,"7.5-8","B+"
"859","A Man for All Seasons",1966,"U",120,"Biography",7.7,72,"Fred Zinnemann","Paul Scofield","Wendy Hiller","Robert Shaw","Leo McKern",31222,28350000,859,"7.5-8","B+"
"860","Repulsion",1965,"Not rated",105,"Drama",7.7,91,"Roman Polanski","Catherine Deneuve","Ian Hendry","John Fraser","Yvonne Furneaux",48883,23530892,860,"7.5-8","A"
"861","Zulu",1964,"U",138,"Drama",7.7,77,"Cy Endfield","Stanley Baker","Jack Hawkins","Ulla Jacobsson","James Booth",35999,23530892,861,"7.5-8","B+"
"862","Goldfinger",1964,"A",110,"Action",7.7,87,"Guy Hamilton","Sean Connery","Gert Fröbe","Honor Blackman","Shirley Eaton",174119,51081062,862,"7.5-8","A"
"863","The Birds",1963,"A",119,"Drama",7.7,90,"Alfred Hitchcock","Rod Taylor","Tippi Hedren","Jessica Tandy","Suzanne Pleshette",171739,11403529,863,"7.5-8","A"
"864","Cape Fear",1962,"Passed",106,"Drama",7.7,76,"J. Lee Thompson","Gregory Peck","Robert Mitchum","Polly Bergen","Lori Martin",26457,23530892,864,"7.5-8","B+"
"865","Peeping Tom",1960,"Not rated",101,"Drama",7.7,79,"Michael Powell","Karlheinz Böhm","Anna Massey","Moira Shearer","Maxine Audley",31354,83957,865,"7.5-8","B+"
"866","The Magnificent Seven",1960,"Approved",128,"Action",7.7,74,"John Sturges","Yul Brynner","Steve McQueen","Charles Bronson","Eli Wallach",87719,4905000,866,"7.5-8","B+"
"867","Les yeux sans visage",1960,"Not rated",90,"Drama",7.7,90,"Georges Franju","Pierre Brasseur","Alida Valli","Juliette Mayniel","Alexandre Rignault",27620,52709,867,"7.5-8","A"
"868","Invasion of the Body Snatchers",1956,"Approved",80,"Drama",7.7,92,"Don Siegel","Kevin McCarthy","Dana Wynter","Larry Gates","King Donovan",44839,23530892,868,"7.5-8","A"
"869","Rebel Without a Cause",1955,"PG-13",111,"Drama",7.7,89,"Nicholas Ray","James Dean","Natalie Wood","Sal Mineo","Jim Backus",83363,23530892,869,"7.5-8","A"
"870","The Ladykillers",1955,"Not rated",91,"Comedy",7.7,91,"Alexander Mackendrick","Alec Guinness","Peter Sellers","Cecil Parker","Herbert Lom",26464,23530892,870,"7.5-8","A"
"871","Sabrina",1954,"Passed",113,"Comedy",7.7,72,"Billy Wilder","Humphrey Bogart","Audrey Hepburn","William Holden","Walter Hampden",59415,23530892,871,"7.5-8","B+"
"872","The Quiet Man",1952,"Passed",129,"Comedy",7.7,79,"John Ford","John Wayne","Maureen O'Hara","Barry Fitzgerald","Ward Bond",34677,10550000,872,"7.5-8","B+"
"873","The Day the Earth Stood Still",1951,"U",92,"Drama",7.7,79,"Robert Wise","Michael Rennie","Patricia Neal","Hugh Marlowe","Sam Jaffe",76315,23530892,873,"7.5-8","B+"
"874","The African Queen",1951,"PG",105,"Adventure",7.7,91,"John Huston","Humphrey Bogart","Katharine Hepburn","Robert Morley","Peter Bull",71481,536118,874,"7.5-8","A"
"875","Gilda",1946,"Approved",110,"Drama",7.7,79,"Charles Vidor","Rita Hayworth","Glenn Ford","George Macready","Joseph Calleia",27991,23530892,875,"7.5-8","B+"
"876","Fantasia",1940,"G",125,"Animation",7.7,96,"James Algar","Samuel Armstrong","Ford Beebe Jr.","Norman Ferguson","David Hand",88662,76408097,876,"7.5-8","A"
"877","The Invisible Man",1933,"TV-PG",71,"Horror",7.7,87,"James Whale","Claude Rains","Gloria Stuart","William Harrigan","Henry Travers",30683,23530892,877,"7.5-8","A"
"878","Dark Waters",2019,"PG-13",126,"Biography",7.6,73,"Todd Haynes","Mark Ruffalo","Anne Hathaway","Tim Robbins","Bill Pullman",60408,23530892,878,"7.5-8","B+"
"879","Searching",2018,"U/A",102,"Drama",7.6,71,"Aneesh Chaganty","John Cho","Debra Messing","Joseph Lee","Michelle La",140840,26020957,879,"7.5-8","B"
"880","Once Upon a Time... in Hollywood",2019,"A",161,"Comedy",7.6,83,"Quentin Tarantino","Leonardo DiCaprio","Brad Pitt","Margot Robbie","Emile Hirsch",551309,142502728,880,"7.5-8","B+"
"881","Nelyubov",2017,"R",127,"Drama",7.6,86,"Andrey Zvyagintsev","Maryana Spivak","Aleksey Rozin","Matvey Novikov","Marina Vasileva",29765,566356,881,"7.5-8","A"
"882","The Florida Project",2017,"A",111,"Drama",7.6,92,"Sean Baker","Brooklynn Prince","Bria Vinaite","Willem Dafoe","Christopher Rivera",95181,5904366,882,"7.5-8","A"
"883","Just Mercy",2019,"A",137,"Biography",7.6,68,"Destin Daniel Cretton","Michael B. Jordan","Jamie Foxx","Brie Larson","Charlie Pye Jr.",46739,23530892,883,"7.5-8","B"
"884","Gifted",2017,"PG-13",101,"Drama",7.6,60,"Marc Webb","Chris Evans","Mckenna Grace","Lindsay Duncan","Octavia Spencer",99643,24801212,884,"7.5-8","B"
"885","The Peanut Butter Falcon",2019,"PG-13",97,"Adventure",7.6,70,"Tyler Nilson","Michael Schwartz","Zack Gottsagen","Ann Owens","Dakota Johnson",66346,13122642,885,"7.5-8","B"
"886","Victoria",2015,"Not rated",138,"Crime",7.6,77,"Sebastian Schipper","Laia Costa","Frederick Lau","Franz Rogowski","Burak Yigit",52903,23530892,886,"7.5-8","B+"
"887","Mustang",2015,"PG-13",97,"Drama",7.6,83,"Deniz Gamze Ergüven","Günes Sensoy","Doga Zeynep Doguslu","Tugba Sunguroglu","Elit Iscan",35785,845464,887,"7.5-8","B+"
"888","Guardians of the Galaxy Vol. 2",2017,"UA",136,"Action",7.6,67,"James Gunn","Chris Pratt","Zoe Saldana","Dave Bautista","Vin Diesel",569974,389813101,888,"7.5-8","B"
"889","Baby Driver",2017,"UA",113,"Action",7.6,86,"Edgar Wright","Ansel Elgort","Jon Bernthal","Jon Hamm","Eiza González",439406,107825862,889,"7.5-8","A"
"890","Only the Brave",2017,"UA",134,"Action",7.6,72,"Joseph Kosinski","Josh Brolin","Miles Teller","Jeff Bridges","Jennifer Connelly",58371,18340051,890,"7.5-8","B+"
"891","Bridge of Spies",2015,"UA",142,"Drama",7.6,81,"Steven Spielberg","Tom Hanks","Mark Rylance","Alan Alda","Amy Ryan",287659,72313754,891,"7.5-8","B+"
"892","Incredibles 2",2018,"UA",118,"Animation",7.6,80,"Brad Bird","Craig T. Nelson","Holly Hunter","Sarah Vowell","Huck Milner",250057,608581744,892,"7.5-8","B+"
"893","Moana",2016,"U",107,"Animation",7.6,81,"Ron Clements","John Musker","Don Hall","Chris Williams","Auli'i Cravalho",272784,248757044,893,"7.5-8","B+"
"894","Sicario",2015,"A",121,"Action",7.6,82,"Denis Villeneuve","Emily Blunt","Josh Brolin","Benicio Del Toro","Jon Bernthal",371291,46889293,894,"7.5-8","B+"
"895","Creed",2015,"A",133,"Drama",7.6,82,"Ryan Coogler","Michael B. Jordan","Sylvester Stallone","Tessa Thompson","Phylicia Rashad",247666,109767581,895,"7.5-8","B+"
"896","Leviafan",2014,"R",140,"Crime",7.6,92,"Andrey Zvyagintsev","Aleksey Serebryakov","Elena Lyadova","Roman Madyanov","Vladimir Vdovichenkov",49397,1092800,896,"7.5-8","A"
"897","Hell or High Water",2016,"R",102,"Action",7.6,88,"David Mackenzie","Chris Pine","Ben Foster","Jeff Bridges","Gil Birmingham",204175,26862450,897,"7.5-8","A"
"898","Philomena",2013,"PG-13",98,"Biography",7.6,77,"Stephen Frears","Judi Dench","Steve Coogan","Sophie Kennedy Clark","Mare Winningham",94212,37707719,898,"7.5-8","B+"
"899","Dawn of the Planet of the Apes",2014,"UA",130,"Action",7.6,79,"Matt Reeves","Gary Oldman","Keri Russell","Andy Serkis","Kodi Smit-McPhee",411599,208545589,899,"7.5-8","B+"
"900","El cuerpo",2012,"Not rated",112,"Mystery",7.6,79,"Oriol Paulo","Jose Coronado","Hugo Silva","Belén Rueda","Aura Garrido",57549,23530892,900,"7.5-8","B+"
